"","kdagur","nuvirdi","teg_eign","svfn","aldur","fjmib","lyfta","ummal","ibm2","fjhaed","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","stig10","bilskurm2","svalm2","geymm2","matssvaedi","undirmatssvaedi","ibteg"
"2119",2151,10.0640320340938,"Ibudareign","Rvk",67,"1","0",40.2,4.29045944114839,"1","0","1","1","1","2","2",10,0,1,-1.8,"100","0","2"
"2120",2138,9.92505333045069,"Ibudareign","Rvk",21,"1","0",91.8,4.50092016461429,"1","1","1","1","1","2","1",10,0,512,2.18605127673809,"130","0","2"
"2121",2131,9.92769224123295,"Ibudareign","Rvk",49,"1","0",57.6,4.48638664999812,"1","1","0","1","1","3","1",10,0,683,2.53369681395743,"170","0","2"
"2131",2131,10.2001417547861,"Ibudareign","Hfj",10,"1","1",157,4.60216567696779,"1","0","1","1","1","2","1",10,0,34,2.51769647261099,"640","0","2"
"2132",2127,9.83574390044961,"Ibudareign","Grb",28,"1","1",180.2,4.22829253473184,"1","0","1","1","1","1","1",10,0,632,-1.8,"500","0","2"
"2133",2137,9.9943788927242,"Ibudareign","Rvk",28,"1","1",90.6,4.23265617801961,"1","0","1","1","1","1","1",10,0,580,-1.8,"200","0","2"
"2134",2131,10.5299605998281,"Ibudareign","Rvk",60,"1","0",51.6,4.81137101657199,"2","1","0","1","1","4","2",10,0,483,2.32238772029023,"100","0","1"
"2138",2126,9.96899435473825,"Ibudareign","Hfj",53,"1","0",61.2,4.67002115830771,"1","1","0","1","1","3","1",10,23.8,1,-1.8,"600","0","2"
"2139",2125,9.88959144734402,"Ibudareign","Hfj",50,"1","0",45.6,4.43319492124828,"1","1","0","1","1","2","1",10,28.2,351,-1.8,"600","0","2"
"2140",2125,9.97580821411575,"Ibudareign","Hfj",7,"1","1",64,4.4818719696436,"1","1","0","1","1","2","1",10,0,1,1.88706964903238,"630","0","2"
"2141",2127,10.8285001382222,"Parhus","Hfj",31,"1","0",43.5,5.18738580584075,"1","1","1","1","1","4","1",10,52.2,1,-1.8,"650","0","1"
"2142",2151,10.0846417615781,"Ibudareign","Grb",12,"1","1",689.9,4.3267781604434,"1","0","1","1","1","1","1",10,0,619,1.38629436111989,"510","0","2"
"2143",2130,10.274188668208,"Ibudareign","Kop",23,"1","0",40.5,4.62986279857846,"1","1","1","1","1","3","1",10,0,1,-1.8,"330","0","1"
"2144",2133,9.96927529307413,"Ibudareign","Kop",47,"1","1",85,4.64631212931927,"1","1","0","1","1","3","2",10,0,662,-1.8,"320","0","2"
"2147",2132,9.85250999777126,"Ibudareign","Hfj",13,"1","1",137.7,4.25277179881662,"1","1","0","1","1","1","1",10,0,1,2.05412373369555,"630","0","2"
"2148",2126,10.0670084798664,"Ibudareign","Sel",26,"1","0",50,4.28220629939167,"1","1","0","1","1","2","1",10,0,676,-1.8,"400","0","2"
"2149",2131,10.2030734919907,"Ibudareign","Rvk",61,"1","0",127.5,4.6615505194242,"1","1","0","1","1","3","2",10,0,381,2.04122032885964,"80","0","2"
"2150",2127,9.12598002335811,"Ibudareign","Rvk",70,"1","0",41,3.30321697330195,"1","1","0","1","0","1","1",10,0,1,-1.8,"70","0","2"
"2151",2132,10.0477610416926,"Ibudareign","Rvk",21,"1","0",60.1,4.52396013056255,"1","1","0","1","1","2","2",10,0,604,1.48160454092422,"130","0","2"
"2152",2130,11.0783507537155,"Parhus","Sel",27,"1","0",41.7,5.46298398810327,"3","1","2","2","1","5","2",10,29.5,1,-1.8,"400","0","1"
"2153",2127,9.99684127426934,"Ibudareign","Rvk",17,"1","0",57,4.52287494326126,"1","1","0","1","1","2","1",10,0,1,-1.8,"110","0","2"
"2154",2137,9.99570203652394,"Ibudareign","Rvk",81,"1","0",34,4.24420031776648,"1","0","1","1","1","2","1",10,0,474,1.09861228866811,"20","0","2"
"2155",2158,10.3813663411533,"Radhus","Rvk",50,"1","0",62.2,4.92289637978825,"1","1","1","2","1","4","2",10,21.2,1,2.484906649788,"200","0","1"
"2157",2137,10.6355428974111,"Einbylishus","Grb",30,"1","0",50.4,4.98223581957456,"1","1","1","1","1","3","2",10,48.6,1,-1.8,"700","0","1"
"2158",2124,9.99012385919568,"Ibudareign","Hfj",46,"1","0",96.6,4.61313835563727,"1","1","0","1","1","2","1",10,0,694,1.62924053973028,"600","0","2"
"2159",2124,10.9417835051962,"Radhus","Grb",17,"1","0",49,5.1469129123888,"2","1","1","1","1","3","1",10,28.5,1,-1.8,"520","0","1"
"2160",2124,10.1808919905768,"Ibudareign","Hfj",6,"1","0",81.8,4.4624538837865,"1","1","1","1","1","2","1",10,0,206,1.98787434815435,"640","0","2"
"2161",2124,10.0958831949016,"Ibudareign","Grb",34,"1","1",87.6,4.51852237926242,"1","1","0","1","1","2","1",10,0,102,-1.8,"500","0","2"
"2162",2200,10.1723307831013,"Ibudareign","Kop",21,"1","0",102.6,4.64822967544854,"1","1","0","1","1","3","1",10,0,1,1.79175946922805,"340","0","2"
"2163",2131,9.86016242779775,"Ibudareign","Kop",61,"1","0",30.4,4.31481788498043,"1","1","0","1","1","2","1",10,30,1,-1.8,"300","0","1"
"2164",1935,9.9227998635685,"Ibudareign","Rvk",61,"1","0",50,4.19116874685764,"1","1","1","1","1","1","1",10,0,212,1.3609765531356,"11","0","2"
"2168",2132,9.94261210722018,"Ibudareign","Rvk",56,"1","0",106,4.46475803227135,"1","1","0","1","1","2","1",10,0,362,1.38629436111989,"91","28","2"
"2169",2134,9.93051889158716,"Ibudareign","Rvk",23,"1","0",87.8,4.54223038621422,"1","1","0","1","1","3","1",10,0,551,1.50407739677627,"130","0","2"
"2170",2126,9.98695515777739,"Ibudareign","Rvk",37,"1","0",59.4,4.49535531998088,"1","1","1","1","1","2","1",10,0,437,-1.8,"220","0","2"
"2171",2127,10.2188455878381,"Ibudareign","Rvk",74,"1","0",41.2,4.54435804659133,"1","1","0","1","1","2","2",10,0,95,-1.8,"25","0","2"
"2172",2127,10.1241079233059,"Ibudareign","Rvk",75,"1","0",36,4.46590811865458,"1","0","1","1","1","2","1",10,0,322,-1.8,"90","0","2"
"2173",2124,10.0097376723788,"Ibudareign","Kop",51,"1","0",55.2,4.3907385752759,"1","1","0","1","1","3","1",10,23.4,553,1.79175946922805,"320","0","2"
"2174",2125,10.048583072154,"Ibudareign","Rvk",69,"1","0",46.4,4.55912624748668,"1","0","1","1","1","2","1",10,0,1,0.8754687373539,"90","13","2"
"2175",2131,9.89212322245708,"Ibudareign","Rvk",44,"1","0",101.4,4.48751214251986,"1","1","0","1","1","1","1",10,0,1,-1.8,"100","0","2"
"2176",2138,10.4506258189604,"Ibudareign","Rvk",16,"1","0",47,4.87976701889122,"2","1","0","1","1","1","2",10,25.3,22,-1.8,"130","0","1"
"2177",2132,10.7753665210395,"Einbylishus","Rvk",33,"1","0",49.4,5.34041854256667,"2","1","2","2","1","6","2",10,29.3,1,-1.8,"120","0","1"
"2184",2124,10.0118485622062,"Ibudareign","Kop",21,"1","0",70,4.50865928560725,"1","1","0","1","1","2","1",10,0,1,1.54756250871601,"340","0","2"
"2185",2125,9.52515111181622,"Ibudareign","Kop",39,"1","1",122.5,4.13035499974513,"1","1","0","1","1","1","1",10,0,85,-1.8,"320","62","2"
"2187",2125,10.0944797438333,"Ibudareign","Rvk",11,"1","0",55,4.45550941143368,"1","0","1","1","1","2","1",10,0,553,-1.8,"160","0","2"
"2188",2126,9.70984212201073,"Ibudareign","Rvk",60,"1","0",52.2,4.0842942263686,"1","0","1","1","1","1","1",10,0,166,1.58923520511658,"100","0","2"
"2189",2126,9.86490263722056,"Ibudareign","Rvk",45,"1","1",112.2,4.6737629774537,"1","1","0","2","1","3","2",10,0,639,1.41098697371026,"161","0","2"
"2190",2132,9.72913416539135,"Ibudareign","Rvk",110,"1","0",52.4,4.23555473077362,"2","0","1","1","1","2","1",10,0,1,1.64865862558738,"11","0","1"
"2191",2125,10.064457783419,"Ibudareign","Kop",22,"1","0",63,4.38701417618492,"1","1","0","1","1","2","1",10,0,1,1.54756250871601,"340","0","2"
"2192",2125,9.91353688838913,"Ibudareign","Rvk",39,"1","0",54.4,4.36054760299676,"1","1","0","1","1","2","1",10,0,553,2.27212588550934,"150","0","2"
"2193",2125,10.2395668548259,"Ibudareign","Rvk",58,"1","1",126.6,4.61313835563727,"1","1","0","1","1","3","1",10,0,90,1.22377543162212,"100","0","2"
"2194",2141,9.6155387778558,"Ibudareign","Rvk",32,"1","1",105.1,3.96271611974366,"1","1","0","1","1","1","1",10,0,529,1.41098697371026,"220","0","2"
"2195",2125,10.033067398072,"Ibudareign","Rvk",37,"1","0",109.2,4.37701409285034,"1","1","0","1","1","2","1",10,0,416,-1.8,"72","0","2"
"2196",2125,10.0201588593398,"Ibudareign","Rvk",26,"1","1",248.8,4.13836144763888,"1","1","1","1","1","1","1",10,0,627,1.88706964903238,"280","0","2"
"2197",2124,10.1497224350737,"Ibudareign","Rvk",51,"1","0",65,4.39444915467244,"1","1","0","1","1","2","1",10,0,492,1.56861591791385,"72","0","2"
"2199",2130,9.91076103650263,"Ibudareign","Hfj",16,"1","0",98.4,4.4496852831477,"1","1","0","1","1","2","1",10,0,474,1.33500106673234,"640","0","2"
"2200",2120,10.254214844205,"Ibudareign","Hfj",18,"1","0",82.5,4.77912349311153,"1","1","1","1","1","3","1",10,0,595,-1.8,"640","0","2"
"2201",2124,9.92725290608639,"Ibudareign","Kop",10,"1","1",109,4.07414185490458,"1","0","1","1","1","1","1",10,0,351,1.70474809223843,"300","104","2"
"2202",2124,9.95522574794054,"Ibudareign","Kop",47,"1","1",85,4.64631212931927,"1","1","0","1","1","3","2",10,0,662,-1.8,"320","0","2"
"2203",2130,10.0388921895423,"Ibudareign","Kop",15,"1","1",283.7,4.58394654953646,"1","0","1","1","1","2","1",10,0,649,1.90210752639692,"340","0","2"
"2204",2144,10.6396463286893,"Radhus","Rvk",30,"1","0",64.9,5.05241682811121,"1","1","1","2","1","4","2",10,24.5,1,-1.8,"120","0","1"
"2205",2144,9.89852526070631,"Ibudareign","Rvk",14,"1","0",133.2,4.52828914165213,"1","1","0","1","1","1","1",10,0,1,-1.8,"270","0","2"
"2206",2126,9.50755189464409,"Ibudareign","Rvk",33,"1","0",89.5,4.00369019395397,"1","1","0","1","1","1","1",10,0,564,1.38629436111989,"220","0","2"
"2207",2123,10.1244286802951,"Ibudareign","Rvk",89,"1","0",38.8,4.3267781604434,"1","0","1","1","1","2","1",10,0,1,1.79175946922805,"25","0","2"
"2208",2126,10.9282200481439,"Radhus","Rvk",46,"1","0",37.7,5.3687758301966,"3","1","1","2","1","5","2",10,24.5,117,-1.8,"100","55","1"
"2209",2124,10.6605715107223,"Radhus","Mos",17,"1","0",40.3,5.00528768776966,"2","1","1","2","1","3","2",10,22.5,201,-1.8,"840","0","1"
"2210",2137,9.75202492332816,"Ibudareign","Hfj",26,"1","0",81.3,4.06044301054642,"1","1","0","1","1","1","1",10,0,595,1.70474809223843,"620","0","2"
"2211",2126,11.2169289229144,"Einbylishus","Rvk",52,"1","0",82.5,5.28675073017657,"1","1","1","2","1","3","1",10,37.6,530,-1.8,"72","0","1"
"2212",2123,9.79773807235252,"Ibudareign","Rvk",55,"1","1",108.4,4.26408733680919,"1","0","1","1","1","2","1",10,0,499,1.45861502269952,"90","0","2"
"2213",2154,9.83064800635917,"Ibudareign","Rvk",64,"1","0",48.6,4.2076732475291,"1","1","0","1","1","1","1",10,0,1,-1.8,"70","0","2"
"2214",2124,10.2700039105057,"Ibudareign","Rvk",13,"1","1",255.3,4.71939133007811,"1","1","0","1","1","1","1",10,0,292,2.02814824729229,"270","0","2"
"2215",2125,10.1456098624481,"Ibudareign","Rvk",55,"1","0",64.2,4.70138904372863,"1","1","0","1","1","3","1",10,21.8,625,1.79175946922805,"90","17","2"
"2216",2133,9.20250979286099,"ibudarhus","Rvk",98,"1","0",18,3.00568260440716,"1","0","0","1","1","0","1",10,0,1,-1.8,"20","0","1"
"2217",2123,9.93421072517897,"Ibudareign","Rvk",54,"1","0",65.7,4.34769395559338,"1","1","0","1","1","2","1",10,0,591,1.28093384546206,"91","28","2"
"2218",2124,10.1707245413608,"Ibudareign","Rvk",63,"1","0",44.5,4.4224485491728,"1","1","1","1","1","2","1",10,0,1,1.28093384546206,"70","0","2"
"2219",2123,9.49852231946961,"Ibudareign","Rvk",42,"1","1",157,4.31882055877009,"1","1","0","1","1","2","1",10,0,94,1.38629436111989,"160","0","2"
"2220",2123,10.6301903916243,"Ibudareign","Rvk",57,"1","0",56,4.85670681180352,"1","1","1","2","1","4","1",10,28.1,33,2.45958884180371,"100","0","2"
"2226",2120,9.65290856803585,"Ibudareign","Hfj",23,"1","0",86.1,4.15261347034608,"1","1","0","1","1","1","1",10,0,437,0.693147180559945,"680","0","2"
"2229",2124,9.77332191795933,"Ibudareign","Rvk",60,"1","0",46,4.33598269617247,"1","1","0","1","1","2","1",10,0,407,1.62924053973028,"100","0","2"
"2230",2123,10.981301718567,"Einbylishus","Rvk",24,"1","0",70.4,5.21819132206875,"1","1","1","2","0","0","0",10,44,1,-1.8,"130","0","1"
"2231",2124,9.83027149020487,"Ibudareign","Rvk",41,"1","0",62,4.29728540621879,"1","0","1","1","1","1","1",10,0,425,-1.8,"150","22","2"
"2232",2124,9.8371874807789,"Ibudareign","Rvk",51,"1","0",56,4.56954300834494,"2","1","1","1","1","3","2",10,0,492,1.66770682055808,"200","0","2"
"2233",2124,10.0638616835973,"Ibudareign","Rvk",51,"1","0",63.6,4.46129981556839,"1","1","0","1","1","2","2",10,21.8,381,1.7404661748405,"90","17","2"
"2234",2123,10.0994654357776,"Ibudareign","Rvk",53,"1","0",63,4.60916220725763,"1","1","0","1","1","2","2",10,21.1,551,-1.8,"91","28","2"
"2235",2130,10.1842205358997,"Ibudareign","Rvk",31,"1","0",46.5,4.66814498514948,"2","1","0","2","1","3","1",10,0,559,-1.8,"210","0","2"
"2236",2123,9.73636982948445,"Ibudareign","Rvk",48,"1","1",60.9,3.97029191355212,"1","0","0","0","0","0","0",10,0,1,-1.8,"20","0","2"
"2237",2125,11.6194542978796,"Einbylishus","Rvk",70,"1","0",51.6,5.7829016791088,"3","1","2","2","1","6","2",10,40.5,635,3.07269331469012,"80","0","1"
"2238",2124,9.91210035563435,"Ibudareign","Rvk",45,"1","1",112.2,4.6737629774537,"1","1","0","1","1","3","2",10,0,639,1.50407739677627,"161","0","2"
"2239",2126,10.1404551104434,"Ibudareign","Mos",35,"1","0",46.4,4.52396013056255,"1","1","0","1","1","2","1",10,0,1,-1.8,"800","0","1"
"2240",2123,10.239280987395,"Einbylishus","Rvk",75,"1","0",37,4.4624538837865,"1","1","1","1","1","2","1",10,0,1,-1.8,"72","0","1"
"2241",2120,9.89777124554002,"Ibudareign","Rvk",58,"1","0",46,4.40793801645838,"1","1","0","1","1","1","2",10,0,212,2.4932054526027,"283","0","2"
"2242",2123,10.3732098922237,"Ibudareign","Rvk",66,"1","0",49.4,4.77153172320332,"1","1","0","1","1","2","2",10,0,212,1.94591014905531,"90","0","2"
"2243",2133,10.9252907885173,"Ibudareign","Rvk",89,"1","0",60.8,5.05560865973899,"3","0","0","1","1","2","2",10,29.7,351,-1.8,"25","0","1"
"2245",2162,11.1711672823198,"Einbylishus","Kop",20,"1","0",50,5.31222027171703,"2","1","1","2","1","5","1",10,55.1,1,1.62924053973028,"350","0","1"
"2249",2123,11.3203838609529,"Ibudareign","Rvk",6,"1","0",70,5.31172705345795,"2","1","0","2","1","3","1",10,25.9,306,2.04122032885964,"72","0","2"
"2250",2120,10.7788937879368,"Einbylishus","Mos",23,"1","0",68.4,5.06449196688697,"1","1","0","0","1","2","1",10,38.8,1,-1.8,"840","0","1"
"2251",2120,10.1345992734995,"Ibudareign","Mos",25,"1","0",73.8,4.87519732320115,"1","1","1","1","1","3","1",10,0,13,-1.8,"840","0","2"
"2252",2120,9.56001084176203,"Ibudareign","Rvk",68,"1","0",66.4,3.85439389259151,"1","1","0","1","1","1","1",10,0,1,0.262364264467491,"100","0","2"
"2253",2120,10.7042551931547,"Parhus","Rvk",26,"1","0",39.2,4.95017732505914,"2","1","2","2","1","4","2",10,33,1,-1.8,"120","0","1"
"2254",2120,10.566407457476,"Einbylishus","Mos",45,"1","0",48,5.10594547390058,"1","1","0","2","1","4","1",10,60,1,-1.8,"810","0","1"
"2255",2123,10.038542783529,"Ibudareign","Rvk",27,"1","1",196.8,4.17899203628239,"1","0","1","1","1","1","1",10,0,639,-1.8,"281","0","2"
"2256",2131,10.0851005250102,"Radhus","Rvk",44,"1","0",50.5,4.89933122453758,"1","1","0","1","1","4","2",10,23.1,1,-1.8,"161","0","1"
"2257",2119,11.0463240416529,"Parhus","Rvk",35,"1","0",52.8,5.25070151260637,"2","1","1","2","1","5","2",10,22.2,1,-1.8,"100","0","1"
"2258",2130,10.0388921895423,"Ibudareign","Rvk",40,"1","1",116.2,4.52828914165213,"1","0","1","1","1","2","1",10,0,687,-1.8,"11","0","2"
"2259",2120,10.5466300817355,"Ibudareign","Rvk",13,"1","0",49,4.84811636459848,"1","1","1","1","1","3","1",10,32.3,461,2.16332302566054,"270","0","1"
"2260",2120,10.5507740238805,"Parhus","Rvk",31,"1","0",36.3,4.83469334426634,"2","1","1","2","1","4","2",10,28,399,-1.8,"120","0","1"
"2261",2153,10.0399832971247,"Ibudareign","Rvk",60,"1","0",45,4.39814601655377,"1","1","0","1","1","1","2",10,0,399,1.43508452528932,"100","0","2"
"2262",2120,10.1169039480918,"Ibudareign","Rvk",53,"1","0",64.8,4.33073334028633,"1","1","0","1","1","2","1",10,0,300,3.45946628978613,"72","0","2"
"2263",2120,10.1088336648198,"Ibudareign","Rvk",61,"1","0",60.1,4.68490515400694,"2","1","0","1","1","4","1",10,0,267,-1.8,"72","0","2"
"2265",2120,10.2743612158747,"Parhus","Grb",22,"1","0",54.9,4.93662988078576,"1","1","1","1","1","4","1",10,0,1,-1.8,"700","0","1"
"2266",2119,10.5106682645449,"Ibudareign","Grb",14,"1","1",281.5,4.81785927939844,"1","1","0","1","1","3","1",10,0,551,2.4423470353692,"510","0","2"
"2267",2120,11.069181999552,"Einbylishus","Grb",12,"1","0",82,5.59656839034905,"1","1","2","2","1","4","1",10,52.6,74,-1.8,"700","0","1"
"2268",2120,10.1614961911764,"Ibudareign","Hfj",17,"1","0",107.1,4.69592454925656,"1","1","1","1","1","3","1",9.6,0,625,1.06471073699243,"640","0","2"
"2269",2120,10.0896351141636,"Ibudareign","Hfj",74,"1","0",48.4,4.88582764350291,"2","1","0","1","1","4","2",10,0,445,2.15176220325946,"600","0","1"
"2270",2138,10.2157768680808,"Ibudareign","Kop",11,"1","1",167.7,4.52287494326126,"1","1","1","1","1","2","1",10,0,83,2.14006616349627,"350","0","2"
"2271",2120,9.73465461392273,"Ibudareign","Kop",63,"1","0",38.2,4.41037110768302,"1","0","1","1","1","2","1",10,0,1,-1.8,"300","0","1"
"2272",2123,10.055607600597,"Ibudareign","Kop",40,"1","0",58,4.31882055877009,"1","1","1","1","1","2","1",10,0,687,-1.8,"320","63","2"
"2273",2119,9.84802769533176,"Ibudareign","Kop",40,"1","1",128.3,4.57882621064849,"1","1","0","1","1","3","2",10,0,101,-1.8,"320","62","2"
"2278",2118,9.97114620100994,"Ibudareign","Grb",40,"1","0",63.8,4.48975933447676,"1","1","0","1","1","1","1",10,18.8,1,1.68639895357023,"500","0","2"
"2279",2150,10.7154172690855,"Einbylishus","Hfj",12,"1","0",69.5,5.2257466737132,"1","1","1","2","1","4","1",10,37.5,1,-1.8,"630","0","1"
"2280",2123,9.82298223787648,"Ibudareign","Hfj",17,"1","0",182.4,4.44734610079452,"1","1","0","1","1","2","1",10,0,615,2.21920348405499,"640","0","2"
"2281",2119,10.5233917713284,"Ibudareign","Rvk",66,"1","0",39,4.69409639518249,"1","1","1","1","1","2","2",10,30.7,267,-1.8,"70","0","2"
"2282",2118,10.7667150034677,"Radhus","Rvk",28,"1","0",65.3,5.0962011824259,"1","1","1","2","1","4","2",10,32.3,1,-1.8,"120","0","1"
"2283",2120,10.2197570818398,"Ibudareign","Rvk",60,"1","0",141.4,4.62005879848184,"1","1","0","1","1","4","1",10,0,369,2.57261223020711,"80","0","2"
"2284",2120,10.2908226337718,"Radhus","Rvk",43,"1","0",36.5,4.9119193211571,"2","1","0","2","1","4","2",10,0,627,-1.8,"150","22","1"
"2285",2119,10.0765581172159,"Radhus","Mos",37,"1","0",36.7,4.33467293829041,"1","1","0","1","1","2","1",10,0,1,-1.8,"800","0","1"
"2286",2119,10.9636881340507,"Radhus","Sel",44,"1","0",48.9,5.21873288720519,"2","1","1","2","1","4","2",10,68.9,600,-1.8,"400","0","1"
"2287",2119,9.83080932703814,"Ibudareign","Rvk",97,"1","0",36.4,3.87328217711172,"1","1","0","1","1","1","1",10,0,1,2.60268968544438,"20","0","2"
"2290",2130,10.4688013615862,"Ibudareign","Hfj",8,"1","1",160,4.78998862298063,"1","1","1","2","1","2","1",10,0,683,2.75366071235426,"600","18","2"
"2291",2123,10.1716044694931,"Ibudareign","Hfj",8,"1","1",160,4.56746831880408,"1","1","0","1","1","2","1",10,0,591,2.59525470695687,"600","18","2"
"2292",2124,10.1138700265477,"Ibudareign","Hfj",8,"1","1",160,4.45550941143368,"1","1","0","1","1","2","1",10,0,681,1.98787434815435,"600","18","2"
"2293",2119,9.7589818764264,"Ibudareign","Kop",10,"1","1",109,3.97781074596615,"1","0","1","1","1","1","1",10,0,1,-1.8,"300","104","2"
"2294",2126,10.0924122604637,"Ibudareign","Kop",13,"1","1",205.1,4.48863636973214,"1","1","0","1","1","2","1",10,0,667,2.34180580614733,"350","0","2"
"2298",2118,10.1457275995413,"Radhus","Rvk",31,"1","0",45,4.57574137529728,"2","1","0","1","1","2","1",10,0,62,3.15273602236366,"200","0","1"
"2299",2118,10.2323595518128,"Ibudareign","Rvk",34,"1","1",121.2,4.40549899085902,"1","1","1","1","1","1","1",10,0,118,-1.8,"85","0","2"
"2300",2118,9.8513517981156,"Ibudareign","Rvk",48,"1","0",55.7,4.46820433091493,"1","1","0","1","1","2","1",10,0,512,2.86789890204411,"170","0","2"
"2301",2119,9.89646293759916,"Ibudareign","Rvk",14,"1","1",95.2,4.31079912538551,"1","1","0","1","1","1","1",10,0,39,2.11625551480255,"130","0","2"
"2302",2119,10.156655816956,"Ibudareign","Rvk",43,"1","0",57,4.6737629774537,"1","1","0","1","1","3","2",10,0,595,2.10413415427021,"150","22","2"
"2303",2118,9.71619365411562,"Ibudareign","Rvk",77,"1","0",57,3.90197266957464,"1","0","1","1","1","1","1",10,0,1,0.78845736036427,"25","0","2"
"2304",2123,10.81869770079,"Einbylishus","Mos",9,"1","0",64,5.32641879665891,"1","1","2","2","1","4","1",10,31.2,1,-1.8,"820","0","1"
"2311",2119,10.4309932865533,"Ibudareign","Grb",11,"1","0",75.4,4.8283137373023,"1","1","1","1","1","2","1",10,0,49,2.59525470695687,"511","0","2"
"2312",2117,10.8408546100122,"Einbylishus","Grb",44,"1","0",71,4.92435092549924,"1","1","0","2","1","3","2",10,57.9,1,-1.8,"500","0","1"
"2314",2119,9.75068596227817,"Ibudareign","Rvk",14,"1","0",69.3,4.14630430115281,"1","1","0","1","1","1","1",10,0,517,1.91692261218206,"110","0","2"
"2315",2126,10.8874930060783,"Radhus","Rvk",48,"1","0",34,5.12038615805537,"2","0","1","2","1","5","2",10,19.3,100,-1.8,"280","0","1"
"2316",2119,9.51044496442652,"Ibudareign","Rvk",96,"1","0",28,4.06216566385787,"1","1","0","1","1","2","1",10,0,1,1.7227665977411,"20","0","2"
"2317",2118,10.2397454804806,"Ibudareign","Rvk",13,"1","1",117.4,4.58087749341905,"1","1","0","1","1","3","1",10,0,10,1.96009478404727,"130","0","2"
"2318",2117,10.021848199121,"Ibudareign","Rvk",81,"1","0",38.2,4.02891675689965,"1","1","0","1","1","2","1",10,0,1,2.70805020110221,"25","0","2"
"2319",2153,9.56071551376639,"Ibudareign","Rvk",33,"1","0",81.9,4.00369019395397,"1","1","0","1","1","1","1",10,0,1,1.38629436111989,"220","0","2"
"2320",2116,10.0716256648136,"Ibudareign","Rvk",55,"1","0",64.2,4.70138904372863,"1","1","0","1","1","3","1",10,22.8,625,1.70474809223843,"90","17","2"
